ka,url,first_name,last_name,full_name,bio,height,birthday,age,hometown_city,hometown_state,ignore,education,medals_gold,medals_silver,medals_bronze,sport,thumbnail_url,thumbnail_alt_text,thumbnail_photo_credit
bltc7e10b7443ac8745,/profiles/alaysha-johnson,Alaysha,Johnson,Alaysha Johnson,,,7/20/1996,28,Spring,TX,University of Oregon; Texas Tech University,University of Oregon,0,0,0,Track and Field,,,
blt6cbb984a679f92bc,/profiles/david-johnston,David,Johnston,David Johnston,<h5>Personal</h5><ul><li>Attends University of Texas at Austin</li><li>Majors in Communication and Leadership</li></ul><h5>Career Highlights </h5><ul><li>8X All-American</li><li>3X Big 12 Team Champion</li><li>4x Big 12 Champion</li><li>3x CSCAA Scholar All-American First Team</li></ul>,,,,Dallas,TX,University of Texas at Austin,University of Texas at Austin,0,0,0,Swimming,https://res.cloudinary.com/usopc-prod/image/upload/v1720199165/Johnson_David_23Swim.jpg,"David Johnston reacts after competing in the Men's 400 Meter IM Final on Day 2 of the TYR Pro Swim Series Westmont at FMC Natatorium on March 07, 2024 in Westmont, Illinois.",Getty Images
blt8a148012f22c4bac,/profiles/jasmine-jones,Jasmine,Jones,Jasmine Jones,,,,,Atlanta,GA,University of Southern California,University of Southern California,0,0,0,Track and Field,,,
blt56fdc9b53468a1f5,/profiles/keaton-jones,Keaton,Jones,Keaton Jones,"<h5>Personal</h5><ul><li>Parents are Elizabeth and Randy Jones. Has one sister</li><li>Grandfather played football for the Oklahoma Sooners</li><li>Holds all of his high school's records (Higley High School in Ariz.)</li><li><span>Became the first American to break an ice swimming world record (</span><span>50-meter backstroke and 100-meter butterfly at the&nbsp;5th Ice Swimming World Championships in Samoens, France)</span></li><li>Hobbies include solving Rubix cubes, traveling and eating good food</li></ul><h5>Career Highlights</h5><ul><li>2024 NCAA Division I Championships, 10th (200-yard backstroke)</li><li>2023 Pro Swim Series Mission Viejo, 1st (200-meter backstroke)</li><li>2023 Phillips 66 National Championships, 6th (200-meter backstroke)</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Paris 2024, 5th (200m Backstroke - Men)</li></ul></ul>","6'3""",10/13/2004,19,Gilbert,AZ,University of California-Berkeley,"University of California, Berkeley",0,0,0,Swimming,https://res.cloudinary.com/usopc-prod/image/upload/v1720472113/TeamUSA%20Assets/Athlete%20Profiles/Keaton%20Jones%201183275/Jones_K_thumbnail_1183275.jpg,Keaton Jones smiling and hugging Ryan Murphy,Getty Images
blt21a3d8b6e6d68ad1,/profiles/omari-jones-1232684,Omari,Jones,Omari Jones,<h5>Personal</h5>Began boxing at the age of 8 after originally doing karate.<h5>Career Highlights</h5><ul><li>2023 Gee Bee International Tournament - 1st</li><li>2023 Czech Republic Grand Prix - 1st</li><li>2022 USA Boxing International Invitational - 1st</li><li>2022 AMBC Elite Championships - 3rd</li><li>2021 Elite World Championships - 2nd</li><li>2020 Elite National Championships - 1st</li></ul><h5> World Championship Experience</h5><ul><li>2021 Elite Men's World Championships - 2nd</li></ul>,,11/6/2002,21,Orlando,FL,"Valencia College, Florida",Valencia College,0,0,0,Boxing,https://res.cloudinary.com/usopc-prod/image/upload/v1685808177/NGB%20Boxing/Athlete%20Profiles/2023%20Elite/Thumbnails/Jones_o_Thumbnail.png,,
blte05fdbd1d0709e34,/profiles/matteo-jorgensen,Matteo,Jorgensen,Matteo Jorgensen,,,7/1/1999,25,Walnut Creek,CA,,,0,0,0,Cycling,,,
blt94ffa892534dd662,/profiles/chris-joslin,Chris,Joslin,Chris Joslin,"<h5>Personal</h5><ul><li>Father to daughter London, and son Liam</li></ul><h5>Career Highlights</h5><ul><li>3rd - 2024 Olympic Qualifier Series 1 Shanghai</li><li>6th - 2024 SLS San Diego</li><li>15th - 2024 SLS Paris</li><li>31st - 2023 WST World Championship Tokyo</li><li>7th - 2022 World Championships Sharjah</li></ul>",,,,Hawaiian Gardens,CA,,,0,0,0,Skateboarding,https://res.cloudinary.com/usopc-prod/image/upload/v1710796836/Chris_Joslin_portrait_WST_Street_WCH_OQS_Dubai_Anthony_Acosta--3_1.jpg,Chris Joslin at 2024 World Skate Street Tour Dubai.,Anthony Acosta
blteb69990d8ca83468,/profiles/grace-joyce,Grace,Joyce,Grace Joyce,"<h5>Personal</h5><ul><li>Grew up playing soccer</li><li>Switched to rowing after her older sister tried out for the high-school rowing team and convinced her to try out as well</li><li>A<span>dmires Coach Stephen Whelpley because he has helped her become the rower and person she is today</span></li><li>W<span>on the 2017 Freshman MVP Award at the University of Wisconsin</span></li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 11th (Quadruple Sculls - Women)</li><li>Years of participation: Quadruple Sculls - Women 2022, 2023</li><li>Top finish: 9th – 2022 (Quadruple Sculls - Women)</li></ul><h5>Career Highlights</h5><ul><li>Pan American Games, Santiago, 2023 (Quadruple Sculls - Women, Eight - Women, Single Sculls - Women)</li><li>World Championships Under 23, Sarasota, 2019 (Lightweight Double Sculls - Women)</li><li>World Championships Under 23, Poznan, 2018 (Lightweight Quadruple Sculls - Women)</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Paris 2024, 9th (Quadruple Sculls - Women)</li></ul></ul>","5'9""",3/5/1998,26,Northfield,IL,University of Wisconsin '20,University of Wisconsin,0,0,0,Rowing,https://res.cloudinary.com/usopc-prod/image/upload/v1717435703/TeamUSA%20Assets/Athlete%20Profiles/Grace%20Joyce%201188732/Joyce_g_thumbnail_1188732.jpg,Grace Joyce rowing,row2k
bltf1c6efcd09ac4f16,/profiles/paul-juda,Paul,Juda,Paul Juda,"<h5>Personal</h5><ul><li><p><strong></strong><span>Attended </span>Adlai E. Stevenson High school and the University of Michigan</p></li><li>Has a BA Psychology</li><li><p>Began gymnastics in 2007</p></li><li><p>His goal for gymnastics is to win an Olympic Medal</p></li><li><p>Son of Ewa Bacher and Jozef Juda</p></li><li><p>Siblings are Kasia and Michal</p></li></ul><h5>Career Highlights</h5><ul><li><p>2024 NCAA floor exercise champion and team &amp; vault silver medalist (Michigan)</p></li><li><p>2023 World team bronze medalist. Advanced to the vault &amp; high bar finals</p></li><li><p>2023 U.S. floor exercise champion</p></li><li><p>2023 Nissen-Emery Award winner</p></li><li><p>Alternate for the 2022 World Championships team</p></li><li><p>2022 NCAA all-around &amp; vault champion, high bar silver medalist and team bronze medalist (Michigan)</p></li><li><p>2021 NCAA pommel horse silver medalist and team bronze medalist (Michigan)</p></li><li><p>2020 Winter Cup high bar bronze medalist</p></li><li><p>2019 U.S. high bar bronze medalist</p></li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian; 1-time Olympic medalist (1 bronze)</li><ul><li>Olympic Games Paris 2024, bronze (Team - Men), 14th (Individual All-Around - Men)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – bronze (Team - Men), 5th (Horizontal Bar - Men, Vault - Men), 25th (Rings - Men), 33th (Floor Exercise - Men)</li><li>Years of participation: Floor Exercise - Men 2023; Horizontal Bar - Men 2023; Rings - Men 2023; Team - Men 2023; Vault - Men 2023</li><li>Medals: 1 (1 bronze)</li><ul><li>Bronze – 2023 (Team - Men)</li></ul></ul>",,7/7/2001,23,Deerfield,IL,,,0,0,1,Gymnastics,https://res.cloudinary.com/usopc-prod/image/upload/v1719425824/TeamUSA%20Assets/2024%20Olympic%20Trials/Gymnastics/Podium/Juda_Paul_TrialsPdoium.jpg,"Paul Juda at 2024 U.S Olympic Team Trials - Gymnastics podium training in Minneapolis, Minnesota.",Team USA
blt3b721b19a6085b37,/profiles/chase-kalisz-838134,Chase,Kalisz,Chase Kalisz,"<h5>Personal</h5><ul><li>Son of Mike and Cathy Kalisz</li><li><p>Has three siblings, Courtney, Connor and Cassidy</p></li><li><p>Hobbies include sleeping and going to college football games</p></li></ul><h5>Olympic Experience</h5><ul><li>3-time Olympian; 2-time Olympic medalist (1 gold, 1 silver)</li><ul><li>Olympic Games Paris 2024, 11th (400m Individual Medley - Men)</li><li>Olympic Games Tokyo 2020, gold (400m Individual Medley - Men), 12th (200m Individual Medley - Men)</li><li>Olympic Games Rio de Janeiro 2016, silver (400m Individual Medley - Men)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 4th (400m Individual Medley - Men)</li><li>Years of participation: 400m Individual Medley - Men 2013, 2015, 2017, 2019, 2022, 2023; 200m Individual Medley - Men 2017, 2019, 2022</li><li>Medals: 6 (2 gold, 1 silver, 3 bronze)</li><ul><li>Gold – 2017 (200m Individual Medley - Men, 400m Individual Medley - Men)</li><li>Silver – 2013 (400m Individual Medley - Men)</li><li>Bronze – 2022 (400m Individual Medley - Men); 2019 (200m Individual Medley - Men); 2015 (400m Individual Medley - Men)</li></ul></ul>","6'4""",3/7/1994,30,Bel Air,MD,University of Georgia,University of Georgia,1,1,0,Swimming,https://res.cloudinary.com/usopc-prod/image/upload/v1680012266/TeamUSA%20Assets/Athlete%20Profiles/Chase%20Kalisz%20838134/kalisz_chase_150x250.jpg,Chase Kalisz,
bltaf1a7c8dcf06fa3c,/profiles/emily-kallfelz,Emily,Kallfelz,Emily Kallfelz,"<h5>Personal</h5><ul><li><p>Both of her parents rowed in college, and she is now following in their footsteps</p></li><li><p>Was a four-time Ivy League champion from 2016-2019</p></li><li><p>Named USRowing's Under 23 Female Athlete of the Year in 2018 and 2019</p></li><li><p>Hobbies include sailing, swimming and hiking</p></li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 11th (Quadruple Sculls - Women)</li><li>Years of participation: Quadruple Sculls - Women 2022, 2023</li><li>Top finish: 9th – 2022 (Quadruple Sculls - Women)</li></ul><h5>Career Highlights</h5><ul><li>World Championships Under 23, Sarasota, 2019 (Single Sculls - Women)</li><li>World Championships Under 23, Poznan, 2018 (Single Sculls - Women)</li><li>World Championships Under 23, Plovdiv, 2017 (Single Sculls - Women)</li><li>World Championships Under 23, Rotterdam, 2016 (Double Sculls - Women)</li><li>World Junior Championships, Rio de Janeiro, 2015 (Quadruple Sculls - Women)</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Paris 2024, 5th (Four - Women)</li></ul></ul>","5'11""",4/5/1997,27,Jamestown,RI,"Princeton University, '19",Princeton University,0,0,0,Rowing,https://res.cloudinary.com/usopc-prod/image/upload/v1713457095/TeamUSA%20Assets/Athlete%20Profiles/Emily%20Kallfelz%201188734/Kallfelz_e_bio_1188734.jpg,Emily Kallfelz rowing,row2k
bltf9243d48e46058bd,/profiles/kirsten-kasper-837810,Kirsten,Kasper,Kirsten Kasper,"<h5>Personal</h5><ul><li style=""margin: 0in 0in 8pt;"">Was a state champion in multiple sports in high school, including swimming (4 state titles), cross country (3) and track &amp; field (2)</li><li style=""margin: 0in 0in 8pt;"">Went on to compete in cross country for Georgetown University where she was a scoring member of the <span style=""padding: 0in;border: 1pt windowtext;"">2011 D1 NCAA Cross Country National Championships team</span></li><li style=""margin: 0in 0in 8pt;"">Received her bachelor’s degree in marketing and management, then she earned her master’s degree in sports management</li><li style=""margin: 0in 0in 8pt;"">Introduced to triathlon in 2014 through USA Triathlon’s Collegiate Recruitment Program</li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 14th (Super Sprint Distance - Women), 15th (Olympic Distance - Women), 16th (Individual Ranking - Women)</li><li>Years of participation: Individual Ranking - Women 2021, 2022, 2023; Olympic Distance - Women 2021, 2022, 2023; Super Sprint Distance - Women 2022, 2023; Team Relay - Mixed 2015, 2016, 2017, 2018</li><li>Medals: 3 (1 gold, 1 silver, 1 bronze)</li><ul><li>Gold – 2016 (Team Relay - Mixed)</li><li>Silver – 2017 (Team Relay - Mixed)</li><li>Bronze – 2018 (Team Relay - Mixed)</li></ul></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Paris 2024, 49th (Olympic Distance - Women)</li></ul></ul>","5'8""",8/31/1991,32,North Andover,MA,North Andover High School,,0,0,0,Triathlon,https://res.cloudinary.com/usopc-prod/image/upload/v1683142442/NGB%20Triathlon/Migration/Athlete%20Profiles/Kirsten%20Kasper%20837810/012820-kirsten-kasper.jpg,Head Shot,
blt2b0031c18c6eaa8b,/profiles/casey-kaufhold,Casey,Kaufhold,Casey Kaufhold,"<h5>Personal</h5><ul><li>Began shooting at a very early age</li><li>Her parents own the world's leading archery supply store, and passed their passion for archery down to Casey and her brother, Connor</li><li>Shot with her brother for one season at Texas A&amp;M University</li><li>Became the first U.S. woman to hold the World No. 1 ranking in women's recurve in 2023</li><li>Hobbies include drawing and refurbishing old furniture</li><li><span>Go-to song before a competition is ""Don't Stop Me Now"" by Queen</span></li></ul><h5>Olympic Experience</h5><ul><li>2-time Olympian; 1-time Olympic medalist (1 bronze)</li><ul><li>Olympic Games Paris 2024, bronze (Recurve Team - Mixed), 9th (Team - Women)</li><li>Olympic Games Tokyo 2020, 8th (Team - Women), 17th (Individual - Women)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 4th (Individual - Women), 5th (Recurve Team - Mixed, Team - Women)</li><li>Years of participation: Individual - Women 2019, 2021, 2023; Recurve Team - Mixed 2021, 2023; Team - Women 2019, 2021, 2023</li><li>Medals: 1 (1 silver)</li><ul><li>Silver – 2021 (Individual - Women)</li></ul></ul>",,3/6/2004,20,Lancaster,PA,"Conestoga Valley High School (Lancaster, Pa.)",,0,0,1,Archery,https://res.cloudinary.com/usopc-prod/image/upload/v1696865052/Casey_Kaufhold_Headshot_PanAms.jpg,Headshot of Casey Kaufhold,USA Archery
blt5f34bc89bf89b9b9,/profiles/weini-kelati,Weini,Kelati,Weini Kelati,,,12/1/1996,27,Flagstaff,AZ,,,0,0,0,Track and Field,,,
bltb47cf8e5dbfd185b,/profiles/piper-kelly,Piper,Kelly,Piper Kelly,"<h5>Personal</h5><ul><li>Born in Indianapolis, Piper Kelly is the first-ever women's speed climbing champion</li><li>Secured her spot to Paris 2024 a<span>fter beating fellow American Emma Hunt</span></li><li>G<span>raduated from Xavier University in 2023 with a degree in Exercise Science, and minor in Psychology and Spanish</span></li><li><span>Loves coaching and working with younger athletes and hopes to stay involved in athletics as a coach after she wraps up her competitive career</span></li></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 26th (Speed - Women)</li><li>Years of participation: Speed - Women 2018, 2023</li><li>Top finish: 23th – 2018 (Speed - Women)</li></ul>",,10/3/1999,24,Indianapolis,IN,Xavier University '23,Xavier University,0,0,0,Sport Climbing,https://res.cloudinary.com/usopc-prod/image/upload/v1697985198/Piper_Kelly.jpg,Piper Kelly of USA Climbing poses for a headshot.,USA Climbing
blt8107ad6f8f32bf54,/profiles/alev-kelter,Alev,Kelter,Alev Kelter,"<h5>Personal</h5><ul><li>Daughter of Scott and Leyla Kelter</li><li>Has two brothers, Erol and Evren, and a twin sister, Derya</li><li>Hails from a U.S. Air Force family, having moved four times before she was 9 years old</li><li>Her father, Scott, was a collegiate skydiver with the Wings of the Blue at the Air Force Academy</li><li>Captained the U.S. women’s ice hockey team to the gold medal at the 2009 IIHF World Women’s U18 Championship and led all defensemen in scoring with eight points (five goals, three assists)</li><li>Two-sport athlete at the University of Wisconsin, playing ice hockey and soccer</li><li>Introduced to the sport of rugby at age 22</li><li>U.S. teammate, Jillion Potter, has been her greatest influence on the sport</li><li>If she weren’t a multi-sport athlete, she would be a wood sculptor or glass blower</li><li>Hobbies include hiking, camping, shooting, rock climbing, fishing, surfing, photography, painting and volunteering</li><li>She loves deep end fitness and her breath hold underwater is 4:05</li></ul><h5>Olympic Experience</h5><ul><li>3-time Olympian; 1-time Olympic medalist (1 bronze)</li><ul><li>Olympic Games Paris 2024, bronze (Team - Women)</li><li>Olympic Games Tokyo 2020, 6th (Team - Women)</li><li>Olympic Games Rio de Janeiro 2016, 5th (Team - Women)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2018 – 4th</li><li>Years of Participation: 2017, 2018</li><li>Top Finish: 4th – 2018 (sevens); 2017 (15s)</li></ul>","5'6""",3/21/1991,33,Eagle River,AK,"Chugiak High School (Chugiak, Alaska) '09 University of Wisconsin ’15, Fine Arts",University of Wisconsin,0,0,1,Rugby,https://res.cloudinary.com/usopc-prod/image/upload/v1721751905/TeamUSA%20Assets/Migration/Athlete%20Profiles/Alev%20Kelter/Kelter_A_thumbnail_881260.jpg,Alev Kelter smiling,USA Rugby
bltc0ce5972d2e856a1,/profiles/sam-kendricks,Sam,Kendricks,Sam Kendricks,"<h5>Personal</h5><ul><li>Son of Scott and Marni Kendricks</li><li>Has a twin brother, Tom</li><li>His father, Scott, is also one of his coaches</li><li>Two-time NCAA outdoor champion in the pole vault (2013, 2014)</li><li>Semifinalist for the 2013 Bowerman Award</li><li>U.S. Army reserve</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian; 1-time Olympic medalist (1 bronze)</li><ul><li>Olympic Games Rio de Janeiro 2016, bronze (Pole Vault - Men)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2019 – gold (Pole Vault - Men)</li><li>Years of participation: Pole Vault - Men 2015, 2016, 2017, 2018, 2019</li><li>Medals: 4 (2 gold, 2 silver)</li><ul><li>Gold – 2019 (Pole Vault - Men); 2017 (Pole Vault - Men)</li><li>Silver – 2018 (Pole Vault - Men); 2016 (Pole Vault - Men)</li></ul></ul>","6'1""",9/7/1992,31,Oxford,MS,University of Mississippi,University of Mississippi,0,0,1,Track and Field,https://res.cloudinary.com/usopc-prod/image/upload/v1686330114/TeamUSA%20Assets/Migration/Athlete%20Profiles/Sam%20Kendricks/Kendricks_Sam.jpg,Head Shot,
blta113128b9d6a69b4,/profiles/fred-kerley-1092039,Fred,Kerley,Fred Kerley,"<h5>Personal</h5><ul><li>Son of Ricky and Virginia Kerley</li><li>Two brothers and two sisters</li><li>Hobbies are sleeping, cooking and shopping</li><li>Was adopted by his aunt Virginia as a toddler</li><li>His aunt is the most influential person in his life</li><li>He didn’t focus on track seriously until his family urged him to walk on to his college team</li><li>Younger brother, Mylik, ran with him on the Texas A&amp;M University track team</li><li>Has spent time with young athletes in hopes of inspiring and motivating them</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian; 1-time Olympic medalist (1 silver)</li><ul><li>Olympic Games Tokyo 2020, silver (100m - Men), 8th (4 x 100m Relay - Men)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – gold (4 x 100m Relay - Men), 9th (100m - Men)</li><li>Years of participation: 100m - Men 2022, 2023; 4 x 100m Relay - Men 2023; 200m - Men 2022; 4 x 400m Relay - Men 2017, 2019; 400m - Men 2017, 2019; 4 x 400m Relay (Indoor) - Men 2018</li><li>Medals: 6 (3 gold, 2 silver, 1 bronze)</li><ul><li>Gold – 2023 (4 x 100m Relay - Men); 2022 (100m - Men); 2019 (4 x 400m Relay - Men)</li><li>Silver – 2018 (4 x 400m Relay (Indoor) - Men); 2017 (4 x 400m Relay - Men)</li><li>Bronze – 2019 (400m - Men)</li></ul></ul>","6'3""",5/7/1995,29,Morgan City,LA,Texas A&M University,Texas A&M University,0,1,0,Track and Field,https://res.cloudinary.com/usopc-prod/image/upload/v1680012578/TeamUSA%20Assets/Athlete%20Profiles/Fred%20Kerley%201092039/Kerley_Fred_150x250.jpg,Head Shot,
blt67573cecb473036c,/profiles/hobbs-kessler,Hobbs,Kessler,Hobbs Kessler,,,3/15/2003,21,Ann Arbor,MI,Norther Arizona University,Northern Arizona University,0,0,0,Track and Field,,,
blt38c2c90b0481d0cd,/profiles/drew-kibler,Drew,Kibler,Drew Kibler,"<h5>Personal</h5><ul><li>Son of Tracy Kibler</li><li><span>Three-time All-American</span></li><li><span>Three-time Big 12 champion</span></li><li><span>2019 NCAA champion (800 freestyle relay)</span></li><li>Hobbies include fine art photography, slackening, drawing, painting and hiking.</li></ul><h5>Olympic Experience</h5><ul><li>2-time Olympian; 1-time Olympic medalist (1 silver)</li><ul><li>Olympic Games Paris 2024, silver (4 x 200m Freestyle Relay - Men)</li><li>Olympic Games Tokyo 2020, 4th (4 x 200m Freestyle Relay - Men)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – silver (4 x 200m Freestyle Relay - Men)</li><li>Years of participation: 4 x 200m Freestyle Relay - Men 2022, 2023; 100m Freestyle (SC) - Men 2022; 200m Freestyle - Men 2022; 200m Freestyle (SC) - Men 2022; 4 x 100m Freestyle Relay - Mixed 2022; 4 x 100m Freestyle Relay (SC) - Men 2022; 4 x 200m Freestyle Relay (SC) - Men 2022; 4 x 50m Freestyle Relay (SC) - Men 2022</li><li>Medals: 5 (2 gold, 1 silver, 2 bronze)</li><ul><li>Gold – 2022 (4 x 200m Freestyle Relay - Men, 4 x 200m Freestyle Relay (SC) - Men)</li><li>Silver – 2023 (4 x 200m Freestyle Relay - Men)</li><li>Bronze – 2022 (4 x 100m Freestyle Relay - Mixed, 4 x 100m Freestyle Relay (SC) - Men)</li></ul></ul>","6'5""",3/9/2000,24,Carmel,IN,University of Texas at Austin,University of Texas at Austin,0,1,0,Swimming,https://res.cloudinary.com/usopc-prod/image/upload/v1680012307/TeamUSA%20Assets/Athlete%20Profiles/Drew%20Kibler%20832667/kibler_drew_150x250.jpg,Drew Kibler,
bltd5e720ee3cc45298,/profiles/lee-kiefer-807038,Lee,Kiefer,Lee Kiefer,"<h5>Personal</h5><ul><li>Daughter of Teresa and Steve Kiefer, who captained the Duke University fencing team</li><li><p>Has one younger brother, Axel, and one older sister, Alex, who have both competed in foil fencing</p></li><li><p>Married to fellow Team USA fencer, Gerek Meinhardt</p></li><li><p>Began fencing at age 5</p></li><li><p>Was the youngest member of the 2009 U.S. Senior World Foil Team</p></li><li><p>Was the only athlete in the world to have earned individual podium finishes at the senior, junior and cadet world championships (2011)</p></li><li><p>Became the first American woman to earn the No. 1 foil ranking (2017)</p></li><li><p>Completed two and a half years of medical school at the University of Kentucky during the leadup to the Tokyo Games</p></li></ul><h5>Olympic Experience</h5><ul><li>4-time Olympian; 3-time Olympic medalist (3 gold)</li><ul><li>Olympic Games Paris 2024, gold (Individual Foil - Women, Team Foil - Women)</li><li>Olympic Games Tokyo 2020, gold (Individual Foil - Women), 4th (Team Foil - Women)</li><li>Olympic Games Rio de Janeiro 2016, 10th (Individual Foil - Women)</li><li>Olympic Games London 2012, 5th (Individual Foil - Women), 6th (Team Foil - Women)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – bronze (Individual Foil - Women), 4th (Team Foil - Women)</li><li>Years of participation: Individual Foil - Women 2008, 2009, 2009, 2010, 2010, 2011, 2011, 2013, 2014, 2015, 2017, 2018, 2019, 2022, 2023; Team Foil - Women 2009, 2010, 2011, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2022, 2023</li><li>Medals: 11 (2 gold, 4 silver, 5 bronze)</li><ul><li>Gold – 2018 (Team Foil - Women); 2010 (Individual Foil - Women)</li><li>Silver – 2022 (Team Foil - Women); 2017 (Team Foil - Women); 2011 (Individual Foil - Women); 2009 (Individual Foil - Women)</li><li>Bronze – 2023 (Individual Foil - Women); 2022 (Individual Foil - Women); 2019 (Team Foil - Women); 2011 (Individual Foil - Women); 2008 (Individual Foil - Women)</li></ul></ul><h5>Other Career Highlights</h5><ul><li>2019 Pan American Games, gold (individual, team)</li></ul><ul><li>2015 Pan American Games, gold (individual); silver (team)</li><li>2011 Pan American Games, gold (individual, team)</li></ul>","5'4""",6/15/1994,30,Lexington,KY,University of Kentucky,University of Kentucky,2,0,0,Fencing,https://res.cloudinary.com/usopc-prod/image/upload/v1680012391/TeamUSA%20Assets/Athlete%20Profiles/Lee%20Kiefer%20807038/Kiefer_Lee_150x250.jpg,,
blt1040243b082938b0,/profiles/woody-kincaid,Woody,Kincaid,Woody Kincaid,"<h5>Personal</h5><ul><li>Secured his spot in the Bowerman Track Club after the 2016 U.S. Paralympic Team Trials – Track &amp; Field</li></ul><h5>Olympic Experience</h5><ul><li>1-time Olympian;</li><ul><li>Olympic Games Tokyo 2020, 14th (5000m - Men), 15th (10000m - Men)</li></ul></ul><h5>World Championships Experience</h5><ul><li>Most recent: 2023 – 11th (10000m - Men)</li><li>Years of participation: 10000m - Men 2023; 5000m - Men 2022</li><li>Top finish: 11th – 2023 (10000m - Men)</li></ul>","5'11""",9/21/1992,31,Littleton,CO,"University of Portland (Portland, Ore.)",University of Portland,0,0,0,Track and Field,https://res.cloudinary.com/usopc-prod/image/upload/v1686335529/TeamUSA%20Assets/Migration/Athlete%20Profiles/Woody%20Kincaid/Kincaid_Woody_150x250.jpg,Head Shot,
